Unnamed: 0.1,Unnamed: 0,x,y,w,h,label,z,d,s,q
1234,1234,272,262,324,284,1,0,0,1,0
1235,1235,6,231,264,351,1,0,0,1,0
1236,1236,376,255,396,273,1,0,0,1,0
1237,1237,125,244,219,318,1,0,0,1,0
1238,1238,380,241,398,259,1,0,0,1,0
1239,1239,14,274,68,308,1,0,0,1,0
1240,1240,294,230,350,252,1,0,1,0,0
1241,1241,-6,220,144,376,1,0,1,0,0
1242,1242,129,228,307,314,1,0,1,0,0
1243,1243,454,178,586,310,1,0,1,0,0
1244,1244,22,220,178,300,1,1,0,0,0
1245,1245,746,208,776,262,1,1,1,0,0
1246,1246,554,251,648,271,1,1,0,0,1
1247,1247,-12,220,424,494,1,1,0,0,1
1248,1248,184,277,354,327,1,0,0,0,1
1249,1249,546,283,712,347,1,0,0,0,1
1250,1250,600,295,668,337,1,0,0,0,1
1251,1251,561,116,571,140,1,0,0,0,1
1252,1252,644,70,654,100,1,0,0,0,1
1253,1253,140,210,398,288,1,1,0,0,0
1254,1254,738,244,786,280,1,1,0,0,0
1255,1255,100,230,452,372,1,0,0,0,1
1256,1256,228,250,296,284,1,1,0,0,0
1257,1257,738,262,770,282,1,1,0,0,0
1258,1258,412,259,588,299,1,0,0,0,0
1259,1259,180,122,194,140,1,0,0,0,0
1260,1260,10,268,28,294,1,0,0,0,0
1261,1261,513,244,601,296,1,1,0,0,0
1262,1262,244,58,258,86,1,1,0,0,0
1263,1263,16,228,62,258,1,1,0,0,0
1264,1264,412,240,606,306,1,1,0,0,0
1265,1265,242,17,258,41,1,1,0,0,0
1266,1266,504,264,698,350,1,1,0,0,0
1267,1267,544,242,796,366,1,1,0,0,0
1268,1268,598,256,804,410,1,1,0,0,0
1269,1269,656,253,724,293,1,1,0,0,0
1270,1270,598,245,774,303,1,1,0,0,0
1271,1271,420,254,448,270,1,1,0,0,0
1272,1272,-6,31,212,317,1,1,0,0,0
1273,1273,710,252,780,278,1,1,0,0,0
1274,1274,0,120,162,392,1,1,0,0,0
1275,1275,742,242,754,276,1,1,0,0,0
1276,1276,2,235,188,305,1,0,1,1,0
1277,1277,726,243,776,273,1,0,1,1,0
1278,1278,734,248,784,284,1,0,1,0,0
1279,1279,216,182,700,418,1,0,0,0,1
1280,1280,318,164,754,510,1,1,0,0,0
1281,1281,304,229,604,461,1,1,0,0,0
1282,1282,288,205,536,423,1,1,1,0,0
1283,1283,56,66,348,336,1,1,1,0,0
1284,1284,168,218,380,400,1,1,0,0,1
1285,1285,0,84,208,342,1,1,0,0,0
1286,1286,-4,238,132,434,1,1,0,0,0
1287,1287,21,300,57,372,1,1,0,0,0
1288,1288,18,62,316,370,1,1,0,0,0
1289,1289,52,188,268,312,1,1,0,0,0
1290,1290,225,254,247,270,1,1,0,0,0
1291,1291,12,262,72,316,1,1,0,0,0
1292,1292,161,270,237,292,1,1,0,0,0
1293,1293,0,208,210,422,1,1,0,0,1
1294,1294,46,242,116,286,1,1,0,0,1
1295,1295,190,250,210,262,1,1,0,0,0
1296,1296,17,150,283,336,1,1,1,0,0
1297,1297,222,260,290,312,1,1,1,0,0
1298,1298,398,274,418,286,1,1,1,0,0
1299,1299,606,260,658,280,1,1,0,0,1
1300,1300,606,241,770,303,1,1,0,0,0
1301,1301,653,250,721,296,1,1,0,0,0
1302,1302,490,225,500,251,1,1,0,0,0
1303,1303,116,234,286,300,1,1,0,0,0
1304,1304,554,199,576,247,1,1,0,0,1
1305,1305,0,216,210,312,1,1,0,0,0
1306,1306,62,232,244,310,1,1,0,0,0
1307,1307,86,216,238,300,1,0,0,1,0
1308,1308,387,204,435,234,1,0,0,1,0
1309,1309,360,192,506,302,1,1,0,0,0
1310,1310,339,213,361,231,1,1,0,0,0
1311,1311,238,230,418,360,1,1,0,0,0
1312,1312,208,263,236,277,1,1,0,0,0
1313,1313,72,270,124,296,1,1,0,0,1
1314,1314,-2,196,170,470,1,1,0,0,0
1315,1315,291,242,353,274,1,1,0,0,0
1316,1316,6,182,226,362,1,1,0,0,1
1317,1317,304,260,328,272,1,1,0,0,0
1318,1318,288,266,310,280,1,1,0,0,0
1319,1319,104,254,310,374,1,1,0,0,0
1320,1320,530,253,758,317,1,1,0,0,0
1321,1321,29,229,309,353,1,1,0,0,0
1322,1322,490,254,796,436,1,1,0,0,0
1323,1323,644,254,666,268,1,1,1,0,0
1324,1324,652,259,676,275,1,1,1,0,0
1325,1325,689,256,741,288,1,1,0,0,0
1326,1326,214,250,236,268,1,1,0,0,0
1327,1327,23,260,49,274,1,1,0,0,0
1328,1328,110,268,178,294,1,1,0,0,0
1329,1329,0,208,110,372,1,0,0,1,0
1330,1330,404,221,452,253,1,0,0,0,0
1331,1331,2,160,324,448,1,1,0,0,1
1332,1332,266,246,320,280,1,1,0,0,0
1333,1333,-8,154,210,370,1,1,0,0,0
1334,1334,88,244,170,294,1,1,0,0,0
1335,1335,182,230,232,290,1,1,0,0,1
1336,1336,154,216,276,310,1,1,0,0,1
1337,1337,-2,194,232,404,1,1,0,0,0
1338,1338,2,210,186,322,1,0,0,1,0
1339,1339,270,260,294,278,1,1,0,0,0
1340,1340,60,238,230,326,1,1,0,0,0
1341,1341,380,254,402,274,1,1,0,0,0
1342,1342,370,242,434,268,1,0,0,1,0
1343,1343,390,243,458,277,1,0,0,0,0
1344,1344,360,217,482,305,1,0,0,0,0
1345,1345,430,250,506,326,1,0,0,0,0
1346,1346,338,252,370,268,1,1,0,0,1
1347,1347,-8,159,222,461,1,1,0,0,0
1348,1348,370,208,418,238,1,0,0,1,0
1349,1349,50,244,234,322,1,0,0,0,1
1350,1350,487,220,547,256,1,1,0,0,0
1351,1351,434,214,600,260,1,1,0,0,0
1352,1352,182,218,266,268,1,1,0,0,0
1353,1353,38,200,118,284,1,1,0,0,0
1354,1354,-12,176,172,304,1,1,0,0,0
1355,1355,46,264,120,364,1,1,0,0,0
1356,1356,4,372,204,426,1,0,0,0,0
1357,1357,33,228,177,296,1,1,0,0,0
1358,1358,61,252,155,282,1,1,0,0,0
1359,1359,188,254,212,264,1,1,0,0,0
1360,1360,90,259,118,271,1,1,0,0,0
1361,1361,7,194,267,318,1,1,0,0,0
1362,1362,404,179,532,267,1,1,0,0,0
1363,1363,-2,238,224,364,1,1,0,0,0
1364,1364,58,200,238,344,1,1,0,0,1
1365,1365,9,252,161,338,1,1,0,0,0
1366,1366,338,266,412,300,1,1,0,0,0
1367,1367,174,260,330,356,1,1,0,0,0
1368,1368,50,276,146,386,1,1,0,0,0
1369,1369,-6,220,230,408,1,1,0,0,0
1370,1370,8,262,72,304,1,1,0,0,0
1371,1371,206,234,232,258,1,1,1,0,0
1372,1372,159,260,181,274,1,1,0,0,1
1373,1373,91,252,135,280,1,1,0,0,0
1374,1374,0,218,132,388,1,1,0,0,1
1375,1375,27,482,169,592,1,1,0,0,0
1376,1376,546,238,554,264,1,1,0,0,0
1377,1377,500,248,528,286,1,1,0,0,0
1378,1378,655,192,765,384,1,1,0,0,0
1379,1379,690,222,736,352,1,1,0,0,0
1380,1380,24,478,150,586,1,1,0,0,0
1381,1381,56,512,100,558,1,1,0,0,0
1382,1382,538,212,606,240,1,1,0,0,0
1383,1383,412,258,480,286,1,0,1,0,0
1384,1384,442,222,530,310,1,0,0,0,1
1385,1385,516,238,540,304,1,0,1,0,0
1386,1386,459,232,487,296,1,0,0,0,0
1387,1387,-5,93,83,415,1,0,0,0,0
1388,1388,700,252,768,278,1,1,0,0,0
1389,1389,625,262,687,284,1,1,0,0,1
1390,1390,474,196,524,224,1,0,1,0,0
1391,1391,408,212,478,242,1,1,0,0,0
1392,1392,361,212,511,302,1,1,1,0,0
1393,1393,406,233,472,291,1,1,1,0,0
1394,1394,566,217,754,355,1,1,0,0,0
1395,1395,628,290,804,388,1,1,0,0,0
1396,1396,226,196,370,298,1,0,0,0,1
1397,1397,368,253,388,265,1,0,0,1,0
1398,1398,480,248,508,264,1,1,0,0,0
1399,1399,320,174,438,304,1,1,0,0,0
1400,1400,267,237,289,251,1,1,0,0,0
1401,1401,420,199,484,291,1,1,0,0,0
1402,1402,229,273,255,295,1,1,0,0,0
1403,1403,59,246,151,344,1,1,0,0,1
1404,1404,551,242,577,286,1,1,0,0,0
1405,1405,132,278,146,298,1,1,0,0,1
1406,1406,488,253,500,283,1,1,1,0,0
1407,1407,16,256,52,324,1,1,0,0,1
1408,1408,99,264,131,328,1,1,0,0,1
1409,1409,308,261,344,319,1,0,0,0,1
1410,1410,1,14,177,576,1,0,0,0,0
1411,1411,366,240,452,306,1,1,1,0,0
1412,1412,615,238,625,262,1,1,0,0,0
1413,1413,553,250,563,274,1,1,0,0,0
1414,1414,564,271,576,293,1,1,0,0,0
1415,1415,410,218,464,248,1,0,0,0,0
1416,1416,375,219,515,299,1,0,0,1,0
1417,1417,412,242,474,276,1,0,0,1,0
1418,1418,396,205,522,309,1,0,0,0,0
1419,1419,450,222,518,306,1,1,0,0,0
1420,1420,662,246,674,274,1,1,0,0,0
1421,1421,246,258,298,280,1,1,0,0,0
1422,1422,456,194,590,312,1,1,1,0,0
1423,1423,332,219,388,245,1,0,0,0,0
1424,1424,126,186,426,296,1,1,0,0,1
1425,1425,-7,167,285,361,1,1,0,0,1
1426,1426,480,176,670,262,1,1,0,0,1
1427,1427,636,160,744,236,1,1,0,0,0
1428,1428,304,262,324,278,1,1,0,0,0
1429,1429,-2,222,182,370,1,1,0,0,0
1430,1430,368,252,390,262,1,1,0,0,1
1431,1431,58,243,224,299,1,0,0,1,0
1432,1432,446,247,626,343,1,1,0,0,0
1433,1433,272,256,298,274,1,1,0,0,0
1434,1434,49,254,231,334,1,1,0,0,0
1435,1435,566,210,698,300,1,1,0,0,0
1436,1436,224,266,290,314,1,1,0,0,0
1437,1437,257,239,327,271,1,1,1,0,0
1438,1438,-2,205,132,375,1,1,0,0,0
1439,1439,60,245,220,331,1,0,1,0,0
1440,1440,-6,275,226,321,1,0,0,0,0
1441,1441,-10,211,282,419,1,0,0,0,0
1442,1442,136,234,296,356,1,0,0,0,0
1443,1443,235,261,295,299,1,0,0,0,0
1444,1444,60,275,154,355,1,0,0,0,0
1445,1445,494,250,568,274,1,0,1,1,0
1446,1446,588,224,662,274,1,0,0,0,0
1447,1447,430,217,640,323,1,0,0,0,0
1448,1448,290,218,556,344,1,1,0,0,1
1449,1449,10,201,440,393,1,1,0,0,1
1450,1450,584,300,800,396,1,0,1,0,0
1451,1451,552,255,572,267,1,1,0,0,0
1452,1452,519,244,539,256,1,1,0,0,0
1453,1453,220,272,250,290,1,1,0,0,0
1454,1454,182,278,242,304,1,1,1,0,0
1455,1455,193,255,357,333,1,0,0,0,0
1456,1456,468,224,492,288,1,0,0,1,0
1457,1457,487,222,515,266,1,0,0,1,0
1458,1458,658,147,766,447,1,0,0,1,0
1459,1459,618,217,656,267,1,0,0,0,0
1460,1460,106,250,322,350,1,0,0,0,0
1461,1461,633,248,669,290,1,0,0,0,0
1462,1462,157,247,343,327,1,0,0,0,0
1463,1463,394,264,418,280,1,1,0,0,0
1464,1464,398,266,474,296,1,1,0,0,1
1465,1465,316,270,404,298,1,1,0,0,0
1466,1466,310,238,494,308,1,0,0,0,0
1467,1467,636,307,736,359,1,0,1,0,0
1468,1468,569,298,803,374,1,0,1,0,0
1469,1469,636,306,738,362,1,1,0,0,0
1470,1470,134,246,226,326,1,1,0,0,1
1471,1471,274,156,300,200,1,1,0,0,1
1472,1472,302,246,352,274,1,1,0,0,0
1473,1473,2,192,290,426,1,0,0,0,0
1474,1474,319,242,371,274,1,1,0,0,0
1475,1475,253,230,315,266,1,1,0,0,0
1476,1476,2,202,162,374,1,1,0,0,0
1477,1477,374,197,508,301,1,0,0,0,0
1478,1478,406,184,558,294,1,0,0,1,0
1479,1479,420,188,600,302,1,0,1,0,0
1480,1480,341,194,407,286,1,1,1,0,0
1481,1481,518,191,658,307,1,1,0,0,0
1482,1482,440,224,512,310,1,1,0,0,0
1483,1483,486,221,520,265,1,0,0,1,1
1484,1484,698,178,756,308,1,0,0,1,1
1485,1485,210,208,348,298,1,0,0,1,0
1486,1486,218,236,284,264,1,0,0,1,0
1487,1487,444,210,494,242,1,0,1,0,0
1488,1488,488,206,546,234,1,1,0,0,0
1489,1489,145,194,327,316,1,1,0,0,0
1490,1490,306,183,476,309,1,1,1,0,0
1491,1491,293,188,507,308,1,1,0,0,0
1492,1492,284,200,416,302,1,1,1,0,0
1493,1493,368,193,520,305,1,1,0,0,0
1494,1494,217,206,383,316,1,1,0,0,0
1495,1495,244,165,462,257,1,1,0,0,0
1496,1496,400,227,502,309,1,0,0,0,0
1497,1497,730,396,766,408,1,1,0,0,0
1498,1498,683,280,753,296,1,0,0,0,0
1499,1499,388,246,456,276,1,0,0,0,1
1500,1500,342,136,456,274,1,1,0,0,0
1501,1501,637,312,737,364,1,0,1,0,0
1502,1502,47,254,87,282,1,1,0,0,0
1503,1503,24,256,82,282,1,1,0,0,1
1504,1504,83,251,147,275,1,1,0,0,0
1505,1505,84,260,122,278,1,1,0,0,0
1506,1506,26,258,84,282,1,1,0,0,0
1507,1507,15,251,63,285,1,1,0,0,0
1508,1508,398,249,416,269,1,1,0,0,0
1509,1509,398,251,418,271,1,1,0,0,0
1510,1510,302,251,352,277,1,1,0,0,0
1511,1511,257,252,319,284,1,1,0,0,0
1512,1512,137,213,299,327,1,1,0,0,0
1513,1513,14,249,62,277,1,1,0,0,0
1514,1514,159,258,189,274,1,1,0,0,0
1515,1515,432,240,452,258,1,1,0,0,0
1516,1516,374,226,442,260,1,0,0,0,0
1517,1517,198,253,218,269,1,1,0,0,0
1518,1518,16,268,80,308,1,1,0,0,0
1519,1519,646,200,736,282,1,1,0,0,0
1520,1520,583,183,797,299,1,1,0,0,0
1521,1521,664,271,680,303,1,1,0,0,0
1522,1522,632,211,788,323,1,1,0,0,0
1523,1523,248,248,270,264,1,1,0,0,0
1524,1524,156,252,176,266,1,1,0,0,0
1525,1525,120,215,284,329,1,0,0,0,0
